"Incident_No","Date_Time_Of_Event","Dispatched_Time","Unit_On_The_Way_Time","Unit_On_Scene_TimeStamp","On_Scene_Unit","Cleared_TimeStamp","Unit_Count","Priority","Final_Incident_Type","Final_Incident_Category","Latitude","Longitude"
"F150299211","1/29/15 4:28 PM","1/29/15 4:28 PM","1/29/15 4:30 PM","1/29/15 4:34 PM","T30","1/29/15 4:54 PM","1","Priority 1","MEDICAL","Medical Only","37.3318178701","-121.904728383"
"F150299212","1/29/15 4:22 PM","1/29/15 4:29 PM","1/29/15 4:29 PM","1/29/15 4:32 PM","E18","1/29/15 4:52 PM","1","Priority 1","MEDICAL","Medical Only","37.2684903199","-121.819718444"
"F150299213","1/29/15 4:30 PM","1/29/15 4:30 PM","1/29/15 4:32 PM","1/29/15 4:40 PM","E2","1/29/15 4:56 PM","2","Priority 1","MEDICAL","Medical Only","37.372258641","-121.847013197"
"F150299214","1/29/15 4:32 PM","1/29/15 4:33 PM","1/29/15 4:35 PM","1/29/15 4:41 PM","E9","1/29/15 4:43 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.2801807849","-121.931641843"
"F150299215","1/29/15 4:35 PM","1/29/15 4:37 PM","1/29/15 4:38 PM","1/29/15 4:41 PM","E14","1/29/15 4:44 PM","2","Priority 2","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.3081303421","-121.977666247"
"F150299216","1/29/15 4:37 PM","1/29/15 4:38 PM","1/29/15 4:40 PM","1/29/15 4:42 PM","E26","1/29/15 4:53 PM","1","Priority 1","MEDICAL","Medical Only","37.3035939567","-121.861177899"
"F150299217","1/29/15 4:38 PM","1/29/15 4:42 PM","1/29/15 4:44 PM","1/29/15 4:49 PM","E13","1/29/15 4:53 PM","1","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.2944442779","-121.873091246"
"F150299218","1/29/15 4:41 PM","1/29/15 4:41 PM","1/29/15 4:44 PM","1/29/15 4:45 PM","E19","1/29/15 4:55 PM","2","Priority 1","MEDICAL","Medical Only","37.3869475917","-121.831359534"
"F150299219","1/29/15 4:52 PM","1/29/15 4:52 PM","1/29/15 4:53 PM","1/29/15 4:59 PM","E24","1/29/15 5:15 PM","2","Priority 1","MEDICAL","Medical Only","37.2997627665","-121.816790607"
"F150299220","1/29/15 4:55 PM","1/29/15 4:56 PM","1/29/15 4:57 PM","1/29/15 5:04 PM","T16","1/29/15 5:24 PM","1","Priority 1","MEDICAL","Medical Only","37.3267587911","-121.817258279"
"F150299221","1/29/15 4:59 PM","1/29/15 5:00 PM","1/29/15 5:00 PM","1/29/15 5:02 PM","T9","1/29/15 5:20 PM","2","Priority 1","MEDICAL","Medical Only","37.2636048708","-121.916767755"
"F150299222","1/29/15 5:05 PM","1/29/15 5:06 PM","1/29/15 5:07 PM","1/29/15 5:12 PM","E13","1/29/15 5:36 PM","1","Priority 2","MEDICAL","Medical Only","37.2603865195","-121.876663041"
"F150299223","1/29/15 5:05 PM","1/29/15 5:08 PM","1/29/15 5:09 PM","","","1/29/15 5:16 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3301193696","-121.873159886"
"F150299224","1/29/15 5:08 PM","1/29/15 5:09 PM","1/29/15 5:10 PM","1/29/15 5:18 PM","E2","1/29/15 5:19 PM","1","Priority 1","MEDICAL","Medical Only","37.3446582562","-121.826755034"
"F150299225","1/29/15 5:12 PM","1/29/15 5:14 PM","1/29/15 5:15 PM","1/29/15 5:20 PM","E3","1/29/15 5:22 PM","2","Priority 1","MEDICAL","Medical Only","37.3330032673","-121.883930419"
"F150299226","1/29/15 5:14 PM","1/29/15 5:16 PM","1/29/15 5:19 PM","1/29/15 5:22 PM","T13","1/29/15 5:39 PM","1","Priority 1","MEDICAL","Medical Only","37.2744258141","-121.860311106"
"F150299227","1/29/15 5:15 PM","1/29/15 5:17 PM","1/29/15 5:18 PM","1/29/15 5:21 PM","R20","1/29/15 6:07 PM","2","Priority 1","MEDICAL","Medical Only","37.3669569389","-121.922020268"
"F150299228","1/29/15 5:15 PM","1/29/15 5:17 PM","1/29/15 5:20 PM","1/29/15 5:23 PM","T29","1/29/15 5:42 PM","2","Priority 1","MEDICAL","Medical Only","37.3959527133","-121.925507936"
"F150299229","1/29/15 5:16 PM","1/29/15 5:18 PM","1/29/15 5:20 PM","1/29/15 5:25 PM","E26","1/29/15 5:51 PM","9","Priority 1","FIRE & Other","Other Fires","37.3137575007","-121.865246135"
"F150299230","1/29/15 5:20 PM","1/29/15 5:21 PM","1/29/15 5:23 PM","1/29/15 5:24 PM","E17","1/29/15 5:25 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.2483918328","-121.886492179"
"F150299231","1/29/15 5:24 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.273379111","-121.815951161"
"F150299232","1/29/15 5:25 PM","1/29/15 5:26 PM","1/29/15 5:28 PM","","","1/29/15 5:29 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3103818318","-121.931793504"
"F150299233","1/29/15 5:33 PM","1/29/15 5:33 PM","1/29/15 5:35 PM","1/29/15 5:38 PM","S26","1/29/15 5:51 PM","2","Priority 1","MEDICAL","Medical Only","37.300283258","-121.844269756"
"F150299234","1/29/15 5:36 PM","1/29/15 5:38 PM","1/29/15 5:39 PM","","","1/29/15 5:41 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3353187849","-121.887086546"
"F150299235","1/29/15 5:40 PM","1/29/15 5:41 PM","1/29/15 5:41 PM","1/29/15 5:43 PM","E1","1/29/15 5:58 PM","2","Priority 1","MEDICAL","Medical Only","37.3362227324","-121.889181921"
"F150299236","1/29/15 5:40 PM","1/29/15 5:42 PM","1/29/15 5:44 PM","","","1/29/15 5:44 PM","1","Priority 1","FIRE & Other","Uncategorized","37.2836011589","-121.976630955"
"F150299237","1/29/15 5:42 PM","1/29/15 5:44 PM","1/29/15 5:45 PM","1/29/15 5:55 PM","E3","1/29/15 6:06 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3043491814","-121.881374316"
"F150299238","1/29/15 5:48 PM","1/29/15 5:48 PM","1/29/15 5:50 PM","1/29/15 5:52 PM","E8","1/29/15 6:10 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.337333298","-121.88283742"
"F150299239","1/29/15 5:49 PM","1/29/15 5:50 PM","1/29/15 5:52 PM","1/29/15 5:59 PM","E23","1/29/15 6:00 PM","1","Priority 1","MEDICAL","Medical Only","37.381601979","-121.906507312"
"F150299240","1/29/15 5:54 PM","1/29/15 5:55 PM","1/29/15 5:57 PM","1/29/15 6:02 PM","E14","1/29/15 6:15 PM","1","Priority 1","MEDICAL","Uncategorized","37.2860614347","-121.976617423"
"F150299241","1/29/15 5:55 PM","1/29/15 5:56 PM","1/29/15 5:58 PM","1/29/15 6:02 PM","E1","1/29/15 6:03 PM","2","Priority 1","MEDICAL","Medical Only","37.3482297504","-121.877643761"
"F150299242","1/29/15 6:00 PM","1/29/15 6:02 PM","1/29/15 6:03 PM","1/29/15 6:09 PM","T16","1/29/15 6:47 PM","2","Priority 1","FIRE & Other","False Alarm / False Call","37.3417660402","-121.840336998"
"F150299243","1/29/15 6:02 PM","1/29/15 6:02 PM","1/29/15 6:03 PM","1/29/15 6:09 PM","E24","1/29/15 6:16 PM","1","Priority 1","MEDICAL","Medical Only","37.3261394508","-121.820331332"
"F150299244","1/29/15 6:07 PM","1/29/15 6:08 PM","1/29/15 6:10 PM","","","1/29/15 6:14 PM","1","Priority 1","MEDICAL","Medical Only","37.3035939567","-121.861177899"
"F150299245","1/29/15 6:07 PM","1/29/15 6:08 PM","1/29/15 6:09 PM","1/29/15 6:14 PM","E26","1/29/15 6:27 PM","2","Priority 1","MEDICAL","Medical Only","37.3034565607","-121.869969515"
"F150299246","1/29/15 6:11 PM","1/29/15 6:13 PM","1/29/15 6:15 PM","1/29/15 6:19 PM","E13","1/29/15 6:45 PM","2","Priority 1","FIRE & Other","False Alarm / False Call","37.257577374","-121.862756688"
"F150299247","1/29/15 6:14 PM","1/29/15 6:14 PM","1/29/15 6:15 PM","1/29/15 6:22 PM","E10","1/29/15 6:46 PM","1","Priority 2","MEDICAL","Medical Only","37.3263081405","-121.935981556"
"F150299248","1/29/15 6:24 PM","1/29/15 6:24 PM","1/29/15 6:26 PM","1/29/15 6:28 PM","E8","1/29/15 6:42 PM","1","Priority 1","MEDICAL","Medical Only","37.3359846351","-121.87752883"
"F150299249","1/29/15 6:23 PM","1/29/15 6:25 PM","1/29/15 6:25 PM","1/29/15 6:26 PM","E23","1/29/15 6:47 PM","1","Priority 1","MEDICAL","Medical Only","37.4027278005","-121.881204873"
"F150299250","1/29/15 6:26 PM","1/29/15 6:27 PM","1/29/15 6:29 PM","1/29/15 6:32 PM","E16","1/29/15 7:17 PM","1","Priority 1","MEDICAL","Medical Only","37.3598913874","-121.86034182"
"F150299251","1/29/15 6:32 PM","1/29/15 6:34 PM","1/29/15 6:35 PM","1/29/15 6:43 PM","E2","1/29/15 6:52 PM","1","Priority 2","MEDICAL","Medical Only","37.3509466394","-121.836357752"
"F150299252","1/29/15 6:50 PM","1/29/15 6:53 PM","1/29/15 6:54 PM","1/29/15 7:02 PM","T35","1/29/15 7:23 PM","1","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.2439376293","-121.813530617"
"F150299253","1/29/15 6:58 PM","1/29/15 7:00 PM","1/29/15 7:01 PM","1/29/15 7:04 PM","E4","1/29/15 7:27 PM","5","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3198605954","-121.927591903"
"F150299254","1/29/15 7:02 PM","1/29/15 7:03 PM","1/29/15 7:05 PM","1/29/15 7:07 PM","T2","1/29/15 7:19 PM","2","Priority 1","MEDICAL","Medical Only","37.3560551446","-121.830624415"
"F150299255","1/29/15 7:03 PM","1/29/15 7:05 PM","1/29/15 7:07 PM","1/29/15 7:10 PM","E26","1/29/15 7:15 PM","1","Priority 1","FIRE & Other","Other Fires","37.3125689653","-121.870094064"
"F150299256","1/29/15 7:06 PM","1/29/15 7:07 PM","1/29/15 7:08 PM","1/29/15 7:14 PM","E6","1/29/15 7:30 PM","1","Priority 1","MEDICAL","Medical Only","37.2944165823","-121.915823722"
"F150299257","1/29/15 7:08 PM","1/29/15 7:08 PM","1/29/15 7:09 PM","1/29/15 7:14 PM","E12","1/29/15 7:33 PM","1","Priority 1","MEDICAL","Medical Only","37.2414082536","-121.864582475"
"F150299258","1/29/15 7:12 PM","1/29/15 7:13 PM","1/29/15 7:15 PM","1/29/15 7:17 PM","S26","1/29/15 7:26 PM","1","Priority 1","MEDICAL","Uncategorized","37.3056091853","-121.844663929"
"F150299259","1/29/15 7:14 PM","1/29/15 7:15 PM","1/29/15 7:17 PM","1/29/15 7:22 PM","E5","1/29/15 7:46 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3641134183","-121.902074471"
"F150299260","1/29/15 7:16 PM","1/29/15 7:16 PM","1/29/15 7:17 PM","1/29/15 7:21 PM","E10","1/29/15 7:36 PM","1","Priority 1","MEDICAL","Medical Only","37.3270547319","-121.937112093"
"F150299261","1/29/15 7:18 PM","1/29/15 7:19 PM","1/29/15 7:19 PM","1/29/15 7:20 PM","T2","1/29/15 7:42 PM","2","Priority 1","MEDICAL","Medical Only","37.365258818","-121.850120018"
"F150299262","1/29/15 7:36 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2866844857","-121.923870845"
"F150299263","1/29/15 7:41 PM","1/29/15 7:42 PM","1/29/15 7:43 PM","1/29/15 7:47 PM","E7","1/29/15 8:23 PM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.3368406262","-121.90925463"
"F150299264","1/29/15 7:44 PM","1/29/15 7:44 PM","1/29/15 7:45 PM","1/29/15 7:49 PM","E19","1/29/15 8:03 PM","2","Priority 1","MEDICAL","Medical Only","37.3865581226","-121.860560788"
"F150299266","1/29/15 7:53 PM","1/29/15 7:54 PM","1/29/15 7:56 PM","1/29/15 7:59 PM","E1","1/29/15 8:09 PM","1","Priority 1","MEDICAL","Medical Only","37.3522400004","-121.905678267"
"F150299267","1/29/15 7:56 PM","1/29/15 7:56 PM","1/29/15 7:58 PM","1/29/15 8:03 PM","E16","1/29/15 8:26 PM","1","Priority 1","MEDICAL","Medical Only","37.3582491782","-121.850943504"
"F150299268","1/29/15 8:00 PM","1/29/15 8:01 PM","1/29/15 8:03 PM","1/29/15 8:08 PM","E23","1/29/15 8:25 PM","1","Priority 2","MEDICAL","Medical Only","37.3924656292","-121.86775811"
"F150299269","1/29/15 8:02 PM","1/29/15 8:03 PM","1/29/15 8:04 PM","1/29/15 8:07 PM","E8","1/29/15 8:20 PM","1","Priority 1","MEDICAL","Medical Only","37.3411838563","-121.884250001"
"F150299270","1/29/15 8:10 PM","1/29/15 8:10 PM","1/29/15 8:12 PM","1/29/15 8:16 PM","E14","1/29/15 8:32 PM","1","Priority 1","MEDICAL","Uncategorized","37.2998277746","-121.961278181"
"F150299271","1/29/15 8:17 PM","1/29/15 8:20 PM","1/29/15 8:21 PM","1/29/15 8:26 PM","E8","1/29/15 8:36 PM","2","Priority 2","FIRE & Other","Other Fires","37.3371705697","-121.860410734"
"F150299272","1/29/15 8:20 PM","1/29/15 8:20 PM","1/29/15 8:22 PM","1/29/15 8:26 PM","T16","1/29/15 8:38 PM","1","Priority 1","MEDICAL","Medical Only","37.323607616","-121.825787265"
"F150299274","1/29/15 8:21 PM","1/29/15 8:22 PM","1/29/15 8:24 PM","","","1/29/15 8:33 PM","2","Priority 2","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.351213289","-121.843665728"
"F150299282","1/29/15 9:11 PM","1/29/15 9:12 PM","1/29/15 9:12 PM","1/29/15 9:17 PM","E27","1/29/15 9:46 PM","2","Priority 1","MEDICAL","Medical Only","37.2427014777","-121.777710803"
"F150299283","1/29/15 9:12 PM","1/29/15 9:12 PM","1/29/15 9:14 PM","1/29/15 9:16 PM","E1","1/29/15 9:27 PM","1","Priority 1","MEDICAL","Medical Only","37.3420472278","-121.89066977"
"F150299284","1/29/15 9:15 PM","1/29/15 9:17 PM","1/29/15 9:18 PM","1/29/15 9:24 PM","T16","1/29/15 9:57 PM","1","Priority 1","MEDICAL","Medical Only","37.3317864928","-121.839983013"
"F150299285","1/29/15 9:17 PM","1/29/15 9:18 PM","1/29/15 9:18 PM","1/29/15 9:19 PM","E3","1/29/15 9:34 PM","1","Priority 1","MEDICAL","Medical Only","37.3143404505","-121.876920622"
"F150299286","1/29/15 9:19 PM","1/29/15 9:19 PM","1/29/15 9:20 PM","1/29/15 9:26 PM","E8","1/29/15 9:41 PM","1","Priority 2","MEDICAL","Medical Only","37.3362613538","-121.86172429"
"F150299287","1/29/15 9:20 PM","1/29/15 9:21 PM","1/29/15 9:23 PM","1/29/15 9:28 PM","E13","1/29/15 9:39 PM","1","Priority 1","MEDICAL","Medical Only","37.2637600977","-121.886524338"
"F150299288","1/29/15 9:25 PM","1/29/15 9:26 PM","1/29/15 9:27 PM","1/29/15 9:31 PM","E1","1/29/15 9:42 PM","2","Priority 1","MEDICAL","Medical Only","37.3501604038","-121.901030884"
"F150299289","1/29/15 9:41 PM","1/29/15 9:41 PM","1/29/15 9:42 PM","1/29/15 9:45 PM","T35","1/29/15 10:17 PM","7","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2505731447","-121.846752104"
"F150299290","1/29/15 9:42 PM","1/29/15 9:43 PM","1/29/15 9:44 PM","1/29/15 9:49 PM","E10","1/29/15 10:00 PM","1","Priority 1","MEDICAL","Medical Only","37.310090523","-121.959756991"
"F150299291","1/29/15 9:49 PM","1/29/15 9:50 PM","1/29/15 9:51 PM","1/29/15 9:56 PM","E19","1/29/15 10:12 PM","2","Priority 1","MEDICAL","Medical Only","37.3791712567","-121.835673797"
"F150299292","1/29/15 9:51 PM","1/29/15 9:51 PM","1/29/15 9:53 PM","1/29/15 9:57 PM","E4","1/29/15 10:12 PM","1","Priority 1","MEDICAL","Medical Only","37.3121001673","-121.942524106"
"F150299293","1/29/15 9:59 PM","1/29/15 9:59 PM","1/29/15 10:01 PM","1/29/15 9:59 PM","T16","1/29/15 10:46 PM","1","Priority 1","MEDICAL","Medical Only","37.3469860267","-121.832647248"
"F150299294","1/29/15 10:02 PM","1/29/15 10:03 PM","1/29/15 10:04 PM","1/29/15 10:17 PM","E3","1/29/15 10:34 PM","1","Priority 1","MEDICAL","Medical Only","37.3167615776","-121.879322461"
"F150299295","1/29/15 10:03 PM","1/29/15 10:04 PM","1/29/15 10:05 PM","1/29/15 10:10 PM","E13","1/29/15 10:21 PM","1","Priority 1","MEDICAL","Medical Only","37.2730397734","-121.849185334"
"F150299296","1/29/15 10:05 PM","1/29/15 10:06 PM","1/29/15 10:08 PM","1/29/15 10:15 PM","E23","1/29/15 10:32 PM","1","Priority 2","MEDICAL","Medical Only","37.3885043271","-121.870913736"
"F150299297","1/29/15 10:11 PM","1/29/15 10:12 PM","1/29/15 10:14 PM","1/29/15 10:19 PM","E8","1/29/15 10:38 PM","1","Priority 2","MEDICAL","Medical Only","37.3524398392","-121.871484762"
"F150299298","1/29/15 10:14 PM","1/29/15 10:14 PM","1/29/15 10:16 PM","1/29/15 10:23 PM","E24","1/29/15 10:29 PM","1","Priority 2","MEDICAL","Medical Only","37.3238188843","-121.823752372"
"F150299299","1/29/15 10:14 PM","1/29/15 10:15 PM","1/29/15 10:17 PM","1/29/15 10:20 PM","E22","1/29/15 10:38 PM","1","Priority 1","MEDICAL","Medical Only","37.2289926431","-121.881174772"
"F150299300","1/29/15 10:31 PM","1/29/15 10:32 PM","1/29/15 10:33 PM","1/29/15 10:36 PM","E17","1/29/15 10:46 PM","1","Priority 1","MEDICAL","Medical Only","37.2469062338","-121.877666123"
"F150299301","1/29/15 10:37 PM","1/29/15 10:38 PM","1/29/15 10:39 PM","1/29/15 10:42 PM","E26","1/29/15 11:21 PM","1","Priority 1","MEDICAL","Medical Only","37.2930173304","-121.874601626"
"F150299302","1/29/15 10:37 PM","1/29/15 10:38 PM","1/29/15 10:39 PM","1/29/15 10:46 PM","E16","1/29/15 10:57 PM","1","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.3504002779","-121.838292822"
"F150299303","1/29/15 10:57 PM","1/29/15 10:58 PM","1/29/15 10:59 PM","1/29/15 11:04 PM","E10","1/29/15 11:13 PM","1","Priority 1","MEDICAL","Medical Only","37.297791905","-121.949933321"
"F150299304","1/29/15 11:00 PM","1/29/15 11:01 PM","1/29/15 11:03 PM","1/29/15 11:05 PM","E1","1/29/15 11:12 PM","1","Priority 1","MEDICAL","Medical Only","37.3381654414","-121.890629617"
"F150299305","1/29/15 11:01 PM","1/29/15 11:02 PM","1/29/15 11:03 PM","1/29/15 11:07 PM","E3","1/29/15 11:28 PM","6","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3243169584","-121.891526035"
"F150299306","1/29/15 11:11 PM","1/29/15 11:11 PM","1/29/15 11:13 PM","1/29/15 11:17 PM","E21","1/29/15 11:53 PM","1","Priority 1","MEDICAL","Medical Only","37.3570434143","-121.810410693"
"F150299307","1/29/15 11:16 PM","1/29/15 11:17 PM","1/29/15 11:19 PM","1/29/15 11:22 PM","E15","1/29/15 11:36 PM","1","Priority 1","MEDICAL","Medical Only","37.2991450571","-122.013897138"
"F150299308","1/29/15 11:21 PM","1/29/15 11:22 PM","1/29/15 11:23 PM","1/29/15 11:30 PM","S18","1/29/15 11:32 PM","2","Priority 2","MEDICAL","Uncategorized","37.2997829679","-121.807146475"
"F150299309","1/29/15 11:25 PM","1/29/15 11:27 PM","1/29/15 11:29 PM","1/29/15 11:32 PM","E10","1/29/15 11:51 PM","7","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3160945209","-121.938729958"
"F150299310","1/29/15 11:30 PM","1/29/15 11:31 PM","1/29/15 11:31 PM","1/29/15 11:38 PM","E3","1/29/15 11:58 PM","1","Priority 1","MEDICAL","Medical Only","37.3315037105","-121.855481555"
"F150299312","1/29/15 11:40 PM","1/29/15 11:43 PM","1/29/15 11:44 PM","","","1/29/15 11:47 PM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.3062656492","-121.878600441"
"F150299313","1/29/15 11:54 PM","1/29/15 11:57 PM","1/29/15 11:59 PM","1/30/15 12:01 AM","E3","1/30/15 12:20 AM","3","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3106309732","-121.878470704"
"F150309001","1/30/15 12:05 AM","1/30/15 12:05 AM","1/30/15 12:07 AM","1/30/15 12:16 AM","E5","1/30/15 12:16 AM","2","Priority 1","MEDICAL","Medical Only","37.3669569389","-121.922020268"
"F150309002","1/30/15 12:33 AM","1/30/15 12:34 AM","1/30/15 12:35 AM","1/30/15 12:41 AM","E15","1/30/15 12:58 AM","1","Priority 1","MEDICAL","Medical Only","37.2951842563","-121.998683009"
"F150309003","1/30/15 12:41 AM","1/30/15 12:41 AM","1/30/15 12:44 AM","1/30/15 12:48 AM","E7","1/30/15 12:48 AM","1","Priority 1","MEDICAL","Medical Only","37.346644573","-121.921397839"
"F150309004","1/30/15 12:45 AM","1/30/15 12:46 AM","1/30/15 12:48 AM","1/30/15 12:52 AM","E27","1/30/15 12:53 AM","2","Priority 2","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.2207762919","-121.745604406"
"F150309005","1/30/15 12:51 AM","1/30/15 12:51 AM","1/30/15 12:53 AM","1/30/15 12:58 AM","E10","1/30/15 1:08 AM","1","Priority 1","MEDICAL","Medical Only","37.3049944365","-121.949003345"
"F150309006","1/30/15 1:01 AM","1/30/15 1:02 AM","1/30/15 1:04 AM","1/30/15 1:07 AM","E6","1/30/15 1:22 AM","1","Priority 1","MEDICAL","Medical Only","37.2991301513","-121.891827322"
"F150309007","1/30/15 1:01 AM","1/30/15 1:03 AM","1/30/15 1:05 AM","1/30/15 1:10 AM","E8","1/30/15 1:18 AM","1","Priority 2","FIRE & Other","Other Fires","37.3362613538","-121.86172429"
"F150309008","1/30/15 1:38 AM","1/30/15 1:38 AM","1/30/15 1:40 AM","1/30/15 1:45 AM","E2","1/30/15 2:01 AM","1","Priority 1","MEDICAL","Medical Only","37.3782023469","-121.830994184"
"F150309009","1/30/15 1:44 AM","1/30/15 1:45 AM","1/30/15 1:47 AM","1/30/15 1:49 AM","E7","1/30/15 1:59 AM","1","Priority 2","MEDICAL","Medical Only","37.3339543446","-121.92405303"
"F150309010","1/30/15 2:33 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.349509588","-121.904136237"
"F150309011","1/30/15 2:33 AM","1/30/15 2:34 AM","1/30/15 2:37 AM","1/30/15 2:40 AM","E26","1/30/15 2:45 AM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3188894374","-121.845531719"
"F150309012","1/30/15 2:36 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3192603318","-122.054483624"
"F150309013","1/30/15 2:41 AM","1/30/15 2:41 AM","1/30/15 2:43 AM","1/30/15 2:47 AM","E2","1/30/15 3:05 AM","1","Priority 2","MEDICAL","Medical Only","37.3583988728","-121.834376255"
"F150309014","1/30/15 3:19 AM","1/30/15 3:19 AM","1/30/15 3:22 AM","1/30/15 3:26 AM","E17","1/30/15 3:51 AM","1","Priority 1","MEDICAL","Medical Only","37.24299549","-121.868973031"
"F150309015","1/30/15 3:56 AM","1/30/15 3:56 AM","1/30/15 3:58 AM","1/30/15 4:03 AM","E8","1/30/15 4:22 AM","1","Priority 1","MEDICAL","Medical Only","37.339272","-121.858725452"
"F150309016","1/30/15 3:59 AM","1/30/15 3:59 AM","1/30/15 4:01 AM","1/30/15 4:07 AM","E9","1/30/15 4:18 AM","1","Priority 1","MEDICAL","Uncategorized","37.2797367683","-121.930612149"
"F150309017","1/30/15 4:14 AM","1/30/15 4:15 AM","1/30/15 4:17 AM","1/30/15 4:23 AM","E6","1/30/15 4:38 AM","1","Priority 1","MEDICAL","Medical Only","37.3038398192","-121.878735022"
"F150309018","1/30/15 4:44 AM","1/30/15 4:47 AM","1/30/15 4:50 AM","","","1/30/15 4:55 AM","1","Priority 1","MEDICAL","Uncategorized","37.3034565607","-121.869969515"
"F150309019","1/30/15 4:58 AM","1/30/15 4:58 AM","1/30/15 5:01 AM","1/30/15 5:05 AM","E26","1/30/15 5:13 AM","2","Priority 1","MEDICAL","Medical Only","37.3034565607","-121.869969515"
"F150309020","1/30/15 4:58 AM","1/30/15 4:59 AM","1/30/15 5:02 AM","1/30/15 5:09 AM","E3","1/30/15 5:24 AM","1","Priority 1","MEDICAL","Medical Only","37.3270471317","-121.848115845"
